"DATA_YEAR","SUSPECTED_DRUG_TYPE_ID","PROPERTY_ID","EST_DRUG_QTY","DRUG_MEASURE_TYPE_ID","NIBRS_SUSPECTED_DRUG_ID"
2019,12,124776030,1,1,13901285
2019,5,124772147,1,1,13901287
2019,13,124772159,1,9,13886343
2019,16,124772218,16,9,13886351
2019,5,124772249,3.9,1,13886356
2019,12,124772291,3.4,1,13886369
2019,5,124772304,22.7,1,13901339
2019,5,124772356,1.5,1,13886382
2019,1,124776428,2.9,1,13901375
2019,12,124776474,1,1,13886391
2019,5,124776516,12.3,1,13901405
2019,12,124780962,1,1,13896179
2019,5,124772618,1,1,13901449
2019,12,124772648,1.64,1,13886429
2019,12,124776889,2.4,1,13901477
2019,5,124781051,5,1,13901482
2019,5,124772715,1,1,13886442
2019,5,124776928,1.3,1,13886443
2019,5,124777025,3,1,13901509
2019,12,124777075,1.69,1,13901521
2019,12,124773098,6.07,1,13886535
2019,12,124773106,7.8,1,13886536
2019,5,124773123,0.9,1,13886537
2019,5,124777817,8.9,1,13901690
2019,5,124773145,0.6,1,13886544
2019,12,124773149,0.1,1,13886545
2019,14,124773163,2,9,13886548
2019,12,124773167,0.8,1,13886549
2019,5,124781563,32.1,1,13886551
2019,15,124777964,1,9,13901726
2019,5,124777969,1.9,1,13901727
2019,5,124778014,13,1,13901740
2019,12,124773210,0.4,1,13886558
2019,5,124773230,1.7,1,13886563
2019,5,124773294,0.1,1,13886578
2019,5,124774085,115,1,13886692
2019,12,124775812,2.7,1,13901242
2019,5,124775901,7.3,1,13901260
2019,5,124772094,1.8,1,13886323
2019,11,124772131,3,9,13886335
2019,5,124772142,15,1,13886340
2019,12,124776035,1,1,13901288
2019,5,124772225,6,1,13886352
2019,16,124772232,9,9,13886353
2019,12,124780753,1,1,13896138
2019,5,124780786,2.8,1,13886371
2019,5,124772326,0.1,1,13886374
2019,5,124776346,4.8,1,13901352
2019,5,124780808,1,1,13896152
2019,5,124776417,1,1,13901369
2019,5,124776429,2.5,1,13901377
2019,8,124772421,1,9,13886393
2019,12,124772446,1.8,1,13896171
2019,5,124776548,4.4,1,13901411
2019,5,124776558,56,1,13886399
2019,5,124772498,7.5,1,13901424
2019,5,124776705,0.7,1,13901434
2019,5,124776748,1,1,13886417
2019,16,124776815,19,9,13901459
2019,5,124772684,16,1,13901474
2019,5,124776888,1,11,13901476
2019,5,124772702,1.3,1,13901480
2019,5,124772722,0.47,1,13886444
2019,2,124772744,0.5,1,13886447
2019,12,124781087,1,11,13901508
2019,16,124781090,15,9,13896205
2019,5,124777124,2,1,13901539
2019,4,124777156,1,1,13901545
2019,5,124772882,7,1,13901557
2019,5,124777226,8.2,1,13896221
2019,2,124772889,3.74,1,13886474
2019,5,124781198,1.3,1,13896225
2019,5,124772910,1.37,1,13886482
2019,16,124772943,1,9,13886491
2019,5,124772978,0.1,1,13886503
2019,5,124772990,1,1,13886508
2019,12,124781312,0.3,1,13901633
2019,8,124781330,2,9,13886512
2019,5,124773032,30.3,1,13896262
2019,5,124773049,9.8,1,13886525
2019,5,124773077,11.1,1,13886529
2019,5,124780388,1,1,13901196
2019,5,124771833,1,1,13886268
2019,5,124775564,1,1,13886269
2019,5,124780459,1,1,13896072
2019,2,124775743,12,1,13886287
2019,16,124780518,44,9,13896083
2019,5,124771981,3.5,1,13886290
2019,5,124772010,29,1,13886293
2019,16,124772017,3,9,13886297
2019,15,124772041,0.5,9,13886303
2019,12,124775860,1,1,13901249
2019,5,124772048,4,1,13886308
2019,1,124774078,2,1,13886688
2019,5,124774231,1,3,13896380
2019,5,124782032,1,1,13896384
2019,2,124774288,1,1,13901927
2019,8,124774314,1,11,13886724
2019,11,124774372,1,9,13886727
2019,5,124779499,1,1,13901959
2019,5,124784617,1,9,13901970
2019,12,124782422,2,1,13896414
2019,8,124782436,3,9,13901972
2019,5,124784700,1.7,1,13896418
2019,12,124789710,2,1,13901984
2019,1,124784816,1,1,13901986
2019,5,124784985,1,1,13886765
2019,12,124782770,,,13896444
2019,5,124785145,1,1,13902007
2019,5,124782838,92,1,13902009
2019,16,124789976,5,9,13896451
2019,12,124785355,0.6,1,13902029
2019,5,124790074,8,1,13886786
2019,15,124785424,5,9,13902034
2019,12,111872545,1,11,10589626
2019,5,111872550,1,11,10589627
2019,12,111876682,1,11,10597263
2019,5,124771820,1,1,13901197
2019,12,124775642,0.9,1,13901206
2019,5,124780568,1,1,13896095
2019,5,124780573,3.2,1,13886307
2019,5,124780590,5.6,1,13886313
2019,1,124772068,1,1,13886314
2019,12,124775926,0.4,1,13901262
2019,5,124772085,2,1,13886320
2019,5,124772086,6,1,13896104
2019,5,124772093,1,1,13886322
2019,5,124780620,2,3,13886326
2019,5,124772108,25.6,1,13901272
2019,5,124772128,14,1,13886334
2019,5,124780647,1,1,13896119
2019,16,124772160,1,9,13886344
2019,16,124772208,1,9,13886350
2019,5,124772233,29.4,1,13886354
2019,5,124776175,1,1,13901315
2019,5,124780721,7,1,13901322
2019,4,124780730,0.1,1,13886359
2019,12,124772263,0.9,1,13886361
2019,5,124776275,0.1,1,13901335
2019,16,124772287,38,9,13886367
2019,12,124772327,1,1,13886375
2019,5,124772334,2.8,1,13886376
2019,5,124776379,3.7,1,13886379
2019,1,124245913,1,11,13808973
2019,12,124245954,41,1,13804665
2019,12,124237942,1,11,13813332
2019,10,124238050,1,11,13804688
2019,5,124238079,1,11,13804692
2019,5,124244113,1,11,13809070
2019,12,124246285,1,11,13813402
2019,12,124246314,1,11,13809125
2019,5,124238478,1,1,13804787
2019,5,124238485,1,11,13804790
2019,5,124244469,1,1,13813438
2019,8,124246466,1,9,13813449
2019,5,124238619,1,3,13809186
2019,5,124246669,3,1,13813490
2019,5,124246746,0.49,1,13813506
2019,5,124249945,2.21,1,13809247
2019,5,124238954,2.57,1,13813513
2019,5,124250004,1,11,13809258
2019,12,124246949,1,11,13813549
2019,5,124247205,1,11,13813592
2019,12,124239517,1,11,13804991
2019,12,124247298,4,1,13809366
2019,12,124247368,0.36,1,13809388
2019,5,124254719,1.22,1,13805026
2019,5,124247427,1,11,13809401
2019,5,124247437,9.39,1,13813628
2019,5,124247455,1,1,13809412
2019,12,124254832,1,1,13805053
2019,5,124247508,2,1,13809432
2019,5,124251072,1,11,13809451
2019,5,124251126,8.5,1,13805080
2019,5,124247628,1,11,13813674
2019,5,124247674,1,11,13813687
2019,5,115648230,1.8,1,11266840
2019,12,115642773,1,1,11271836
2019,8,120587223,60,9,12887503
2019,12,120587186,13,1,12863541
2019,5,120595016,1.3,1,12872515
2019,12,120587232,1,1,12863546
2019,5,120587240,3.61,1,12863548
2019,12,120595071,1,1,12872521
2019,12,120587275,2.37,1,12863549
2019,12,120604823,1,1,12872532
2019,16,120604842,1,9,12887516
2019,5,120604847,1,1,12887518
2019,16,120587343,1,9,12863558
2019,12,115648208,1.4,1,11266833
2019,12,115651356,0.3,1,11271827
2019,12,115642752,1.4,1,11264363
2019,2,116484565,0.5,1,11522473
2019,5,116489574,1.2,1,11517475
2019,12,124778984,0.5,1,13886707
2019,5,124782215,1,3,13896402
2019,5,124789758,1,1,13886761
2019,5,124784961,5.3,1,13886764
2019,12,124782839,1,1,13902010
2019,5,124790012,13.1,1,13886780
2019,5,124790411,1,1,13902072
2019,5,124785908,3,1,13886823
2019,5,124778977,8.1,1,13901897
2019,5,124778998,1,1,13886709
2019,5,124784951,1,11,13901998
2019,12,124789848,2,1,13886771
2019,12,124785530,1,1,13896473
2019,5,124783280,1.6,1,13896490
2019,5,124790390,1,1,13902071
2019,5,124790499,9,10,13886832
2019,5,124790544,1.1,1,13902088
2019,5,124786285,1,1,13886851
2019,5,125197061,0.2,1,14034571
2019,5,125197055,1.3,1,14034569
2019,1,125192344,0.9,1,14034582
2019,1,125202173,2,1,14026095
2019,1,125197131,0.2,1,14034593
2019,1,125197144,0.2,1,14034596
2019,12,125192377,0.7,1,14030500
2019,11,125197256,24,9,14030519
2019,12,125192435,2.6,1,14030524
2019,5,125192440,0.9,1,14030527
2019,5,125202274,4.8,1,14026125
2019,5,125197370,1,1,14026144
2019,5,125197397,1,1,14034682
2019,5,125202352,5.1,1,14026153
2019,11,125197464,3,9,14034702
2019,16,125197556,5,9,14034727
2019,5,125197588,1.2,1,14034734
2019,15,125197589,2,9,14034735
2019,5,125192531,0.3,1,14030553
2019,15,125197630,32,3,14034746
2019,1,125197670,0.3,1,14034755
2019,12,125197678,0.001,1,14034759
2019,12,125197693,8.5,1,14034765
2019,12,125197701,0.005,1,14026186
2019,12,125197707,0.4,1,14034768
2019,5,125197738,0.007,1,14034773
2019,5,125197741,1,1,14034775
2019,12,125197744,3,1,14034776
2019,5,124243869,8,1,13809007
2019,5,124237937,1,11,13804667
2019,5,124243912,1,11,13809021
2019,5,124238180,0.31,1,13809066
2019,8,124244121,5,9,13809074
2019,5,124246198,0.6,1,13813373
2019,5,124246275,1,11,13813397
2019,5,124244376,0.53,1,13809136
2019,13,124238707,16,9,13804833
2019,16,124246577,1,11,13813473
2019,12,124238801,1,1,13804856
2019,5,124249902,1,11,13813496
2019,5,124250027,2.31,1,13809261
2019,8,124239135,4,9,13813544
2019,5,124247025,0.7,1,13813564
2019,12,124250401,0.27,1,13813582
2019,5,124239421,6.66,1,13804968
2019,12,124239482,2,1,13804986
2019,5,124250603,0.8,1,13809357
2019,5,124247332,1,1,13813612
2019,1,124250775,1,11,13809382
2019,5,124247372,2,1,13805018
2019,5,124250949,0.65,1,13809426
2019,5,124251030,1,11,13809443
2019,5,124251186,1.33,1,13809466
2019,5,124249579,11.69,1,13809187
2019,5,124249641,1,11,13809201
2019,5,124246503,1,11,13809189
2019,5,124246659,1,11,13813489
2019,12,124249924,1,11,13813502
2019,1,124246741,1,11,13809244
2019,5,124238959,0.21,1,13813516
2019,12,124239117,2.61,1,13813542
2019,5,124250221,1,11,13809300
2019,2,124239206,1,1,13813554
2019,5,124239282,8,1,13813571
2019,5,124250444,0.74,1,13809325
2019,5,124239485,1,11,13804988
2019,12,124247253,1,11,13813599
2019,5,124239568,14.6,1,13805001
2019,12,124250971,1,11,13809431
2019,5,124251000,0.1,1,13809437
2019,5,124254890,7,1,13813657
2019,8,124251031,1,9,13809444
2019,5,124251055,1,11,13809449
2019,5,124247758,6,1,13813703
2019,5,124251350,2,1,13809488
2019,5,124251385,2,1,13809498
2019,5,124251480,1,11,13809519
2019,5,124776320,28.7,1,13901344
2019,5,124776391,88,1,13901360
2019,5,124776424,0.1,1,13901371
2019,5,124772417,1,1,13901398
2019,16,124772430,14,9,13886394
2019,12,124776517,2,1,13901406
2019,5,124772535,1,1,13896182
2019,5,124780989,0.74,1,13886408
2019,5,124772609,1,1,13901447
2019,5,124776778,1,1,13901448
2019,5,124772687,1,1,13886437
2019,12,124776894,0.3,1,13901478
2019,5,124776998,8.3,1,13901497
2019,5,124777105,2.2,1,13901533
2019,5,124777138,23,1,13901542
2019,5,124781150,3.97,1,13896214
2019,5,124777220,1,1,13901558
2019,12,124777293,2,1,13896231
2019,5,124777354,34.8,1,13901587
2019,5,124777388,5.7,1,13901597
2019,16,124781259,40,9,13901598
2019,12,124777414,1.5,1,13901604
2019,12,124772972,0.7,1,13901608
2019,5,124772981,0.7,1,13886506
2019,4,124777460,0.5,1,13901623
2019,16,124777582,182,9,13901647
2019,5,124777606,3,1,13901650
2019,5,124777609,0.3,1,13901651
2019,5,124777624,3.6,1,13901656
2019,5,124773074,1.2,1,13886528
2019,5,124777711,0.5,1,13901670
2019,1,124781445,0.6,1,13896279
2019,5,124777751,9.6,1,13901683
2019,16,124777818,1,9,13886538
2019,12,124777938,1.5,1,13901719
2019,8,124777983,2,9,13901731
2019,5,124778167,1.3,1,13901772
2019,4,124778193,1,1,13901781
2019,15,124781734,4,9,13896336
2019,5,124781751,30.2,1,13896338
2019,12,124778299,4,1,13901797
2019,12,124778310,7.7,1,13901800
2019,5,124773345,0.4,1,13896349
2019,1,124237092,1,1,13804518
2019,5,124242512,1,11,13808759
2019,5,124242578,7.76,1,13808768
2019,5,124237260,2.65,1,13804550
2019,5,124245552,1,11,13813262
2019,5,124237394,0.47,1,13808814
2019,5,124242956,1,11,13813276
2019,5,124237447,0.76,1,13808826
2019,8,124237477,2,9,13808837
2019,5,124245712,1,11,13813296
2019,8,124243135,48,9,13804601
2019,5,124243314,1,1,13808891
2019,12,124243347,0.92,1,13808894
2019,8,124237727,3,9,13804624
2019,8,124237751,43,9,13804630
2019,4,124245863,0.31,1,13808937
2019,5,124237795,1.69,1,13804638
2019,1,124243662,1,11,13808963
2019,8,124243679,1,9,13808969
2019,5,124243738,0.23,1,13804663
2019,5,124245945,1,11,13813328
2019,5,124245960,0.1,1,13808984
2019,12,124243798,2.2,1,13808990
2019,2,124238020,36,1,13813340
2019,5,124238088,0.43,1,13809034
2019,5,124244064,12,1,13809054
2019,5,124244109,1.27,1,13809069
2019,5,124246193,1,11,13804721
2019,5,124246196,0.94,1,13804723
2019,5,124244189,0.78,1,13809091
2019,5,124246254,1,11,13813390
2019,5,124244266,16.5,1,13813399
2019,5,124246325,5,1,13813409
2019,5,124246452,1,3,13809172
2019,5,124246480,0.11,1,13804814
2019,5,124246818,1,11,13809259
2019,12,124239042,0.21,1,13804897
2019,5,124250172,1,11,13809284
2019,5,124250306,0.1,1,13804940
2019,5,124254015,0.1,1,13810153
2019,12,124254028,1,11,13810157
2019,5,124259608,1,11,13814162
2019,5,124259622,7.64,1,13814165
2019,5,124244001,2.01,1,13809040
2019,5,124244160,7.12,1,13809085
2019,5,124244175,0.4,1,13804732
2019,12,124246313,0.1,1,13813406
2019,5,124244393,44,1,13809142
2019,8,124244410,9,9,13813424
2019,16,124238486,1,11,13809156
2019,12,124244509,0.1,1,13809173
2019,8,124249700,6,9,13809214
2019,12,124246609,1,11,13804842
2019,5,124238849,13.62,1,13804866
2019,2,124239006,1,11,13813526
2019,5,124250335,23.31,1,13809313
2019,5,124250389,1,3,13804951
2019,5,124239394,0.87,1,13804964
2019,5,124239435,27.76,1,13809338
2019,16,124250511,1,11,13809346
2019,5,124247314,1,11,13813609
2019,5,124250757,1,11,13805013
2019,5,124250780,5,1,13809383
2019,12,124250801,0.44,1,13809391
2019,5,124250829,1,11,13809393
2019,5,124247410,1,11,13805029
2019,12,124247472,1,11,13813636
2019,5,124251114,1.65,1,13809457
2019,5,124251174,16.99,1,13809463
2019,5,124251200,1,11,13809468
2019,5,124247744,1,11,13813697
2019,8,124255108,1,11,13813698
2019,16,124247762,1,11,13813706
2019,5,124251449,1.39,1,13809515
2019,5,124251463,1,11,13809518
2019,2,124247832,1,11,13813716
2019,5,124238213,26.4,1,13804722
2019,5,124238268,1,1,13804737
2019,5,124244201,1,11,13809096
2019,5,124246262,4.35,1,13813392
2019,5,124244381,28,1,13813417
2019,5,124246402,4.37,1,13813433
2019,5,124238595,16,1,13804810
2019,5,124246620,0.91,1,13813480
2019,5,124238897,0.33,1,13804875
2019,5,124239032,16,1,13804894
2019,5,124250160,17.84,1,13809282
2019,5,124246926,18.66,1,13813545
2019,5,124246989,2.27,1,13813559
2019,4,124247102,1,11,13813577
2019,5,124250487,1,11,13809339
2019,5,124254606,0.97,1,13805007
2019,5,124250773,1,3,13809381
2019,8,124254787,1,9,13805044
2019,5,124247461,1,11,13813632
2019,10,124250935,4,5,13809423
2019,1,124250977,1.5,1,13809433
2019,4,124254902,0.29,1,13809445
2019,12,124247614,1,1,13805077
2019,5,124251112,1,11,13809455
2019,5,124251296,1,11,13809477
2019,5,124251312,1,11,13813700
2019,5,124251340,1,11,13809486
2019,5,124251411,3.55,1,13809505
2019,5,124255183,8,1,13805130
2019,5,124251503,1,11,13809524
2019,12,124247990,1,11,13809578
2019,5,124251779,1,1,13805176
2019,5,124251794,1,11,13809598
2019,5,124248108,0.88,1,13813772
2019,5,124251859,6.1,1,13809616
2019,5,124248207,1,11,13813793
2019,5,124255609,1,11,13805223
2019,5,124255619,1,11,13805226
2019,5,124252139,1,11,13813809
2019,5,124252156,22,1,13809670
2019,5,124255664,0.54,1,13809672
2019,5,124248361,4.48,1,13809697
2019,5,124250078,1.43,1,13809268
2019,5,124250430,2.49,1,13804963
2019,10,124250576,1,11,13813593
2019,12,124247313,4,1,13813608
2019,15,124247378,0.4,9,13813621
2019,5,124250826,0.25,1,13809392
2019,5,124247429,1,1,13805032
2019,10,124251004,1,11,13809438
2019,5,124251045,14.78,1,13809448
2019,1,124254944,1,11,13805078
2019,5,124247634,1,11,13813676
2019,12,124255099,1,1,13805108
2019,12,124251308,1,11,13805109
2019,5,124251313,1,1,13813701
2019,5,124251421,15.94,1,13809507
2019,5,124251445,0.1,1,13809512
2019,5,124251527,1,1,13809528
2019,12,124255245,1,1,13805143
2019,5,124251580,0.97,1,13813725
2019,16,124251622,1,11,13809554
2019,8,124251628,1.12,9,13813739
2019,5,124247966,2,1,13813745
2019,5,124255405,1,11,13809591
2019,5,124248047,3.75,1,13809593
2019,5,124251790,1.8,1,13813762
2019,5,124251910,0.13,1,13813783
2019,5,124251921,1,11,13809631
2019,5,124251932,0.36,1,13809634
2019,5,124248180,0.1,1,13809639
2019,12,124251979,1,11,13809642
2019,16,124248210,1,11,13809651
2019,5,124248229,4.42,1,13809657
2019,12,124252106,1,11,13809662
2019,5,124248258,1,11,13813806
2019,5,124252182,20.78,1,13809676
2019,5,124248294,0.84,1,13813817
2019,12,124252210,0.36,1,13809684
2019,5,124248344,1,11,13805243
2019,5,124252314,1,11,13809699
2019,5,124255793,0.31,1,13805261
2019,12,124255806,1,1,13805267
2019,5,124248413,1.12,1,13813842
2019,5,124248423,1,11,13813846
2019,12,124255840,1.8,1,13809736
2019,5,124255851,1,11,13805292
2019,5,124255858,2.1,1,13805294
2019,5,124255866,0.1,1,13813856
2019,5,124252462,1,11,13809757
2019,5,124248474,0.67,1,13809758
2019,12,124252487,1,11,13813860
2019,12,124248487,28.23,1,13813863
2019,12,124255927,0.11,1,13809770
2019,5,124252512,1.11,1,13809774
2019,5,124252533,1,11,13809777
2019,12,124248550,1,1,13809780
2019,12,124252547,1,11,13809785
2019,5,124252617,1.1,1,13805360
2019,5,124248612,3,1,13813907
2019,5,124252631,1,11,13809805
2019,5,124252656,2.13,1,13809810
2019,5,124256083,0.43,1,13805380
2019,5,124252686,0.3,1,13809819
2019,5,124252876,1,11,13805449
2019,5,124252886,2.02,1,13809874
2019,5,124248879,1.31,1,13813988
2019,5,124252899,1.74,1,13809876
2019,5,124252905,0.61,1,13813989
2019,8,124256430,3,9,13805473
2019,8,124253014,1,11,13805499
2019,5,124253019,1,11,13809904
2019,5,124253026,1,11,13809905
2019,5,124253042,1,11,13809910
2019,5,124249053,0.2,1,13814023
2019,12,124253079,1,11,13809917
2019,10,124253088,1,11,13809921
2019,5,124253092,0.97,1,13809923
2019,12,124253103,1,11,13809927
2019,5,124253124,1,11,13809932
2019,5,124253141,1,11,13809938
2019,5,124253168,1.69,1,13809947
2019,5,124253204,0.4,1,13809954
2019,5,124253216,1,11,13809960
2019,5,124253255,0.91,1,13809968
2019,5,124253284,96,1,13809976
2019,5,124253300,0.42,1,13809980
2019,12,124253307,0.1,1,13809981
2019,5,124253314,0.66,1,13809984
2019,5,124253321,0.49,1,13809985
2019,5,124253384,1,11,13810000
2019,7,124256866,1,11,13805602
2019,5,124249252,1,11,13814077
2019,5,124253437,2.78,1,13810017
2019,5,124253470,37.18,1,13810026
2019,16,124253473,1,11,13810027
2019,16,124249305,1,11,13810042
2019,12,124253555,2.11,1,13810048
2019,5,124253575,1,11,13810052
2019,5,124253680,7.31,1,13810078
2019,5,124253699,1,11,13810081
2019,5,124253711,0.11,1,13810083
2019,5,124253716,9.76,1,13810085
2019,5,124253750,1,11,13810090
2019,5,124253847,1.06,1,13810110
2019,12,124253870,1,11,13810115
2019,5,124253874,1,11,13810117
2019,5,124253885,1,11,13810120
2019,12,124253926,1,11,13810127
2019,11,124257279,1,11,13805708
2019,5,124249508,28.5,1,13814135
2019,12,124253939,0.22,1,13810131
2019,5,124253957,17.45,1,13810138
2019,5,124253963,1.23,1,13814142
2019,15,124253983,1,11,13810145
2019,16,124257330,1,11,13805715
2019,5,124245128,1,1,13813192
2019,12,124242112,1,3,13808711
2019,5,124242292,1,1,13808727
2019,5,124242500,1.57,1,13808756
2019,8,124242522,1,11,13808763
2019,5,124245561,0.65,1,13813263
2019,8,124242908,1,9,13808816
2019,5,124242946,1,11,13808823
2019,5,124243261,1,11,13808882
2019,5,124243628,1,3,13804646
2019,5,124243673,1,11,13808965
2019,5,124243861,2,1,13813337
2019,8,124238056,0.42,9,13809029
2019,5,124243998,1,11,13809039
2019,5,124244008,1,11,13813357
2019,5,124244089,2.13,1,13809060
2019,1,124238271,1,11,13804738
2019,5,124238422,24,1,13804779
2019,1,124238479,1,11,13804788
2019,12,124249654,1,11,13809204
2019,5,124249676,0.48,1,13809208
2019,12,124238812,2,1,13813486
2019,12,124238828,1,11,13804862
2019,5,124238881,6.5,1,13804873
2019,5,124250057,6.15,1,13804896
2019,5,124246875,1,11,13813538
2019,5,124246922,3.25,1,13809285
2019,5,124246952,1,11,13813550
2019,17,124239280,1.29,1,13804942
2019,5,124239355,1,11,13804955
2019,5,124239479,1,11,13809352
2019,5,124247249,12.13,1,13813598
2019,12,124247273,1,11,13809360
2019,5,124254578,4.78,1,13805002
2019,5,124250677,1,1,13809367
2019,5,124254757,1,11,13809404
