"DATA_YEAR","VICTIM_ID","INCIDENT_ID","VICTIM_SEQ_NUM","VICTIM_TYPE_ID","ASSIGNMENT_TYPE_ID","ACTIVITY_TYPE_ID","OUTSIDE_AGENCY_ID","AGE_ID","AGE_NUM","SEX_CODE","RACE_ID","ETHNICITY_ID","RESIDENT_STATUS_CODE","AGE_RANGE_LOW_NUM","AGE_RANGE_HIGH_NUM"
2019,133528797,121728050,1,4,,,,5,30,"M",2,2,"N",30,0
2019,133528812,121728064,1,8,,,,,,"",,,"",,
2019,133521857,121741235,1,4,,,,5,41,"F",1,2,"R",41,0
2019,133528859,121728108,1,1,,,,,,"",,,"",,
2019,133528867,121728114,1,4,,,,5,58,"F",1,2,"R",58,0
2019,133528877,121728122,1,4,,,,5,21,"F",1,1,"R",21,0
2019,133528891,121728137,1,4,,,,5,55,"M",1,2,"R",55,0
2019,133522014,121741379,1,4,,,,5,36,"F",1,2,"R",36,0
2019,133528921,121728164,1,4,,,,5,90,"F",1,3,"R",90,0
2019,133528927,121728168,1,4,,,,5,63,"F",1,2,"R",63,0
2019,133533303,121738179,1,4,,,,5,53,"M",1,2,"R",53,0
2019,133528939,121728179,1,1,,,,,,"",,,"",,
2019,133522087,121741450,1,1,,,,,,"",,,"",,
2019,133533334,121738205,1,8,,,,,,"",,,"",,
2019,133528969,121728203,1,4,,,,5,20,"F",1,2,"R",20,0
2019,133533367,121738235,1,8,,,,,,"",,,"",,
2019,133528997,121728228,1,4,,,,5,62,"M",1,2,"R",62,0
2019,133529009,121728236,1,4,,,,5,23,"M",2,2,"R",23,0
2019,133522237,121741588,1,1,,,,,,"",,,"",,
2019,133533447,121728258,1,4,,,,5,56,"M",2,2,"N",56,0
2019,133522293,121738330,1,4,,,,5,76,"F",2,2,"R",76,0
2019,133529054,121728277,1,4,,,,5,35,"M",2,2,"R",35,0
2019,133522371,121738368,1,4,,,,5,90,"M",1,2,"R",90,0
2019,133533540,121741755,1,4,,,,5,65,"M",1,2,"R",65,0
2019,133533551,121738425,1,4,,,,5,34,"M",1,2,"R",34,0
2019,133529138,121728343,1,4,,,,5,60,"F",2,2,"R",60,0
2019,133522542,121741855,1,4,,,,5,18,"M",1,2,"N",18,0
2019,133529163,121728358,1,4,,,,5,27,"M",2,2,"R",27,0
2019,133529170,121728365,1,4,,,,5,60,"F",1,2,"R",60,0
2019,133522605,121741914,1,4,,,,5,22,"F",1,1,"R",22,0
2019,133533639,121728378,1,4,,,,5,57,"M",1,2,"R",57,0
2019,133529210,121728407,1,8,,,,,,"",,,"",,
2019,133529221,121728417,1,4,,,,5,40,"M",2,2,"R",40,0
2019,133529227,121728423,1,8,,,,,,"",,,"",,
2019,132992621,121261171,1,1,,,,,,"",,,"",,
2019,132992634,121261186,1,4,,,,5,40,"F",0,2,"R",40,0
2019,132997961,121266151,1,4,,,,5,17,"F",2,2,"R",17,0
2019,132998001,121266188,3,8,,,,,,"",,,"",,
2019,132998018,121266207,1,4,,,,5,45,"F",1,,"R",45,0
2019,132998021,121266211,1,4,,,,5,43,"M",2,,"",43,0
2019,132998039,121266227,1,4,,,,5,59,"F",1,,"",59,0
2019,132998044,121266231,1,4,,,,5,32,"M",1,2,"",32,0
2019,132977264,121266261,1,1,,,,,,"",,,"",,
2019,132998077,121238418,2,4,,,,5,63,"M",2,2,"R",63,0
2019,132992762,121266277,1,4,,,,5,29,"F",1,2,"R",29,0
2019,132997916,121266112,1,4,,,,5,18,"M",2,3,"R",18,0
2019,132977124,121238274,1,4,,,,5,24,"F",2,3,"U",24,0
2019,132997950,121266140,1,4,,,,5,58,"M",1,,"",58,0
2019,132977171,121266178,2,4,,,,5,53,"F",1,,"R",53,0
2019,132977187,121266193,1,4,,,,5,56,"M",2,2,"R",56,0
2019,132997996,121266181,1,4,,,,5,42,"F",1,2,"R",42,0
2019,132977207,121266209,1,4,,,,5,38,"F",1,2,"R",38,0
2019,132977373,121266374,3,4,,,,5,92,"M",2,2,"R",92,0
2019,132998200,121266400,2,1,,,,,,"",,,"",,
2019,132998201,121266400,3,4,,,,4,,"M",4,,"",,
2019,132977442,121266426,1,4,,,,5,39,"F",2,,"R",39,0
2019,132998230,121266428,1,1,,,,,,"",,,"",,
2019,132992890,121261412,1,4,,,,5,37,"F",1,2,"R",37,0
2019,132992896,121266438,1,4,,,,5,47,"M",4,2,"R",47,0
2019,132992898,121261420,1,4,,,,5,19,"M",1,,"",19,0
2019,132977478,121238611,1,1,,,,,,"",,,"",,
2019,132998271,121238624,1,8,,,,,,"",,,"",,
2019,132998022,121261246,1,4,,,,5,74,"M",1,2,"R",74,0
2019,133521719,121741111,1,4,,,,4,,"M",1,,"R",,
2019,133521794,121741182,1,4,,,,4,,"F",0,,"",,
2019,133521760,121741151,1,1,,,,,,"",,,"",,
2019,133528807,121728058,1,4,,,,5,24,"M",1,2,"N",24,0
2019,133533191,121741251,1,1,,,,,,"",,,"",,
2019,133530768,121744804,1,4,,,,5,24,"F",2,2,"R",24,0
2019,133540785,121744811,1,4,,,,5,32,"M",2,3,"U",32,0
2019,133535835,121740476,1,4,,,,5,50,"M",2,2,"R",50,0
2019,133530784,121729799,1,4,,,,5,37,"F",1,2,"R",37,0
2019,133540823,121740515,1,4,,,,5,68,"F",1,2,"N",68,0
2019,133540830,121744862,2,4,,,,5,33,"M",2,2,"N",33,0
2019,133540829,121744862,1,4,,,,5,30,"F",1,2,"R",30,0
2019,133540841,121744873,1,4,,,,5,28,"F",2,2,"R",28,0
2019,133540843,121740532,1,4,,,,5,16,"F",2,2,"R",16,0
2019,133540855,121729825,1,4,,,,5,20,"F",1,2,"R",20,0
2019,133535909,121740544,1,4,,,,5,61,"F",1,2,"R",61,0
2019,133530828,121729834,1,4,,,,5,58,"F",1,2,"R",58,0
2019,133530829,121729834,2,4,,,,5,35,"M",1,2,"R",35,0
2019,133530833,121729840,1,8,,,,,,"",,,"",,
2019,133535922,121744901,1,4,,,,5,23,"M",1,2,"R",23,0
2019,133530842,121729847,1,8,,,,,,"",,,"",,
2019,133530856,121729860,1,4,,,,5,41,"F",1,2,"R",41,0
2019,133535944,121744927,1,4,,,,5,44,"M",1,2,"R",44,0
2019,133530869,121729872,1,4,,,,5,25,"F",2,2,"R",25,0
2019,133540916,121744932,1,4,,,,5,52,"F",1,2,"R",52,0
2019,133540921,121740599,4,4,,,,5,22,"M",2,2,"R",22,0
2019,133540918,121740599,1,4,,,,5,18,"M",2,2,"R",18,0
2019,133540919,121740599,3,4,,,,5,19,"M",2,2,"R",19,0
2019,133530875,121740599,2,4,,,,5,18,"M",2,2,"R",18,0
2019,133540929,121744941,1,4,,,,5,39,"M",1,2,"R",39,0
2019,132992616,121238263,1,4,,,,5,57,"F",2,2,"R",57,0
2019,132992619,121266115,1,4,,,,5,22,"F",1,2,"R",22,0
2019,132992623,121261174,2,4,,,,5,82,"M",2,2,"R",82,0
2019,132992636,121261188,1,4,,,,5,22,"F",2,2,"N",22,0
2019,132997969,121266156,1,4,,,,5,42,"F",2,2,"R",42,0
2019,132977162,121261226,1,4,,,,5,31,"F",1,,"R",31,0
2019,133528820,121741211,1,8,,,,,,"",,,"",,
2019,133521839,121741221,1,4,,,,5,21,"F",1,2,"R",21,0
2019,133528828,121728079,1,1,,,,,,"",,,"",,
2019,133528829,121728079,2,1,,,,,,"",,,"",,
2019,133528844,121728094,1,4,,,,5,36,"F",1,2,"R",36,0
2019,133521894,121741266,1,4,,,,5,43,"F",2,2,"R",43,0
2019,133521904,121741273,1,4,,,,5,48,"M",1,2,"R",48,0
2019,133533216,121728107,1,1,,,,,,"",,,"",,
2019,133528862,121728110,1,4,,,,5,75,"M",1,2,"N",75,0
2019,133528871,121728118,1,4,,,,5,23,"F",1,3,"R",23,0
2019,133533222,121738107,1,4,,,,5,44,"M",1,2,"R",44,0
2019,133528874,121728120,1,8,,,,,,"",,,"",,
2019,133528881,121728126,1,8,,,,,,"",,,"",,
2019,133521958,121728130,1,1,,,,,,"",,,"",,
2019,133528892,121728138,1,4,,,,5,32,"M",1,2,"R",32,0
2019,133528904,121728146,1,1,,,,,,"",,,"",,
2019,133528905,121728147,1,4,,,,5,67,"F",1,2,"R",67,0
2019,133533270,121728150,1,4,,,,5,40,"M",1,1,"R",40,0
2019,133521998,121741364,1,1,,,,,,"",,,"",,
2019,133533274,121738152,1,8,,,,,,"",,,"",,
2019,133528916,121728159,1,4,,,,5,78,"F",1,2,"R",78,0
2019,133528923,121728165,1,4,,,,5,44,"M",2,2,"R",44,0
2019,133528919,121728162,1,8,,,,,,"",,,"",,
2019,133528934,121728173,1,4,,,,5,37,"F",2,2,"R",37,0
2019,133533307,121728174,1,4,,,,5,52,"F",1,2,"R",52,0
2019,133528936,121728176,1,4,,,,5,70,"F",1,3,"R",70,0
2019,133522077,121741438,1,4,,,,5,40,"F",2,2,"R",40,0
2019,133533320,121738192,1,4,,,,5,50,"F",1,2,"R",50,0
2019,133528947,121728185,1,1,,,,,,"",,,"",,
2019,133522093,121741453,2,4,,,,5,28,"M",1,2,"R",28,0
2019,133522092,121741453,1,8,,,,,,"",,,"",,
2019,133528955,121728192,1,4,,,,5,47,"M",1,2,"R",47,0
2019,133528966,121728201,1,4,,,,5,21,"M",1,2,"R",21,0
2019,133528965,121728200,1,8,,,,,,"",,,"",,
2019,133522123,121741483,1,1,,,,,,"",,,"",,
2019,133528977,121728209,1,8,,,,,,"",,,"",,
2019,133528981,121728214,1,4,,,,5,19,"F",1,2,"R",19,0
2019,133528982,121728215,1,4,,,,5,40,"F",1,2,"R",40,0
2019,133522154,121728217,1,4,,,,5,65,"F",2,2,"R",65,0
2019,133533376,121738245,1,4,,,,5,34,"M",1,2,"R",34,0
2019,133522168,121741524,1,4,,,,5,16,"F",2,2,"R",16,0
2019,133522177,121728227,1,8,,,,,,"",,,"",,
2019,133522183,121728231,1,4,,,,5,30,"F",2,2,"R",30,0
2019,133529008,121741550,1,8,,,,,,"",,,"",,
2019,133529010,121728237,1,4,,,,5,50,"F",1,2,"R",50,0
2019,133529013,121728240,1,8,,,,,,"",,,"",,
2019,133529014,121728242,1,4,,,,5,36,"M",1,2,"R",36,0
2019,133522231,121728250,1,4,,,,5,59,"M",1,2,"R",59,0
2019,133529024,121728251,1,4,,,,5,27,"F",1,1,"R",27,0
2019,133533429,121738294,1,7,,,,,,"",,,"",,
2019,133529029,121728255,2,4,,,,4,,"U",0,3,"U",,
2019,133529028,121728255,1,8,,,,,,"",,,"",,
2019,133533445,121738311,1,4,,,,5,48,"F",1,2,"R",48,0
2019,133533446,121738311,2,8,,,,,,"",,,"",,
2019,133522274,121738316,1,4,,,,5,47,"F",2,2,"R",47,0
2019,133522288,121741632,2,4,,,,5,47,"M",2,2,"R",47,0
2019,133522287,121741632,1,4,,,,5,39,"F",2,2,"R",39,0
2019,133529048,121728273,1,4,,,,5,25,"M",1,2,"R",25,0
2019,133522309,121741647,1,4,,,,5,59,"M",2,2,"R",59,0
2019,133529056,121728278,1,4,,,,5,21,"F",1,2,"R",21,0
2019,133533485,121741656,1,4,,,,5,54,"M",1,2,"R",54,0
2019,133522328,121728284,1,4,,,,5,24,"M",1,2,"R",24,0
2019,133522339,121741677,1,8,,,,,,"",,,"",,
2019,133522348,121728289,1,4,,,,5,7,"F",1,2,"R",7,0
2019,133522346,121741680,1,4,,,,5,37,"M",1,2,"R",37,0
2019,133529083,121728300,1,4,,,,5,36,"F",1,2,"R",36,0
2019,133529084,121728300,2,4,,,,5,17,"M",1,2,"R",17,0
2019,133529086,121728301,1,4,,,,5,34,"F",1,2,"R",34,0
2019,133529090,121728304,1,4,,,,5,20,"M",1,1,"N",20,0
2019,133533515,121741720,1,4,,,,5,46,"M",1,2,"R",46,0
2019,133522407,121738391,1,4,,,,5,66,"F",1,2,"R",66,0
2019,133529100,121728310,1,4,,,,5,30,"M",2,2,"R",30,0
2019,133533533,121728313,1,4,,,,5,72,"F",1,2,"R",72,0
2019,133529107,121728316,1,4,,,,5,33,"M",2,2,"R",33,0
2019,133522442,121728321,1,4,,,,5,21,"M",1,2,"R",21,0
2019,133529121,121728325,1,4,,,,5,45,"F",1,2,"R",45,0
2019,133529125,121728328,2,4,,,,5,31,"F",1,2,"R",31,0
2019,133533555,121728333,1,4,,,,5,30,"M",2,2,"R",30,0
2019,133522481,121728334,1,4,,,,5,18,"F",2,2,"R",18,0
2019,133529130,121728334,2,4,,,,5,18,"F",2,2,"R",18,0
2019,133522474,121741796,1,4,,,,5,46,"F",1,2,"R",46,0
2019,133529132,121728336,1,4,,,,5,27,"F",1,2,"R",27,0
2019,133529139,121728344,1,4,,,,5,39,"M",2,2,"R",39,0
2019,133529144,121728346,1,4,,,,5,40,"F",1,2,"R",40,0
2019,133529152,121728351,1,4,,,,5,44,"F",1,2,"R",44,0
2019,133522539,121741852,1,4,,,,5,28,"F",2,2,"R",28,0
2019,133529157,121728354,1,4,,,,5,73,"F",1,2,"R",73,0
2019,133529158,121728355,1,4,,,,5,45,"F",1,2,"R",45,0
2019,133529165,121728361,1,1,,,,,,"",,,"",,
2019,133522554,121741868,1,8,,,,,,"",,,"",,
2019,133529168,121728364,1,8,,,,,,"",,,"",,
2019,133522575,121741885,1,8,,,,,,"",,,"",,
2019,133529171,121728366,1,4,,,,5,56,"M",1,2,"R",56,0
2019,133529182,121741929,1,4,,,,4,,"M",1,2,"R",,
2019,133529188,121728384,1,4,,,,5,58,"F",1,2,"R",58,0
2019,133529190,121728386,1,8,,,,,,"",,,"",,
2019,133529189,121728385,1,4,,,,5,43,"F",1,2,"R",43,0
2019,133529201,121728395,1,1,,,,,,"",,,"",,
2019,133522693,121741993,1,4,,,,5,31,"M",1,2,"R",31,0
2019,133522697,121728403,1,4,,,,5,24,"F",2,2,"R",24,0
2019,133529212,121738550,1,1,,,,,,"",,,"",,
2019,133529215,121728411,2,4,,,,5,46,"M",1,1,"R",46,0
2019,133529214,121728411,1,4,,,,5,34,"M",1,2,"R",34,0
2019,133529216,121728411,3,2,,,,,,"",,,"",,
2019,133529219,121728416,1,4,,,,5,36,"F",2,2,"R",36,0
2019,133533698,121738569,1,4,,,,5,45,"M",1,2,"R",45,0
2019,133529231,121728425,1,4,,,,5,17,"F",1,3,"R",17,0
2019,133529239,121728434,1,3,,,,,,"",,,"",,
2019,133529240,121728435,1,4,,,,5,84,"F",1,2,"R",84,0
2019,133522783,121728442,1,8,,,,,,"",,,"",,
2019,133529244,121728438,1,4,,,,5,75,"M",1,3,"R",75,0
2019,133533737,121728444,2,4,,,,5,26,"M",1,2,"R",26,0
2019,133529250,121728447,1,4,,,,5,35,"M",1,2,"R",35,0
2019,133529252,121728449,1,4,,,,5,29,"F",2,2,"N",29,0
2019,133529261,121728457,1,4,,,,5,45,"F",1,2,"U",45,0
2019,133529262,121728458,1,4,,,,5,12,"M",2,2,"R",12,0
2019,133522856,121742137,2,1,,,,,,"",,,"",,
2019,133533778,121728467,1,4,,,,5,30,"F",2,2,"R",30,0
2019,133529269,121728468,1,4,,,,5,60,"F",1,2,"R",60,0
2019,133529282,121728478,1,4,,,,5,39,"M",1,2,"R",39,0
2019,133529288,121728482,1,4,,,,5,34,"M",1,2,"R",34,0
2019,133529291,121728484,2,1,,,,,,"",,,"",,
2019,133529290,121728484,1,8,,,,,,"",,,"",,
2019,133529293,121728486,1,4,,,,5,70,"F",1,2,"R",70,0
2019,133533812,121738674,1,4,,,,5,30,"M",1,1,"R",30,0
2019,133537933,121742213,1,8,,,,,,"",,,"",,
2019,133529303,121728495,1,4,,,,5,32,"M",1,2,"N",32,0
2019,133537948,121728493,1,1,,,,,,"",,,"",,
2019,133533831,121728496,2,4,,,,5,69,"M",1,2,"R",69,0
2019,133533835,121738692,1,8,,,,,,"",,,"",,
2019,133533843,121738698,1,4,,,,5,59,"M",1,2,"R",59,0
2019,133537969,121728501,1,4,,,,5,29,"F",1,2,"R",29,0
2019,133530882,121729882,1,1,,,,,,"",,,"",,
2019,133535982,121740622,1,4,,,,5,50,"M",1,2,"R",50,0
2019,133540945,121740624,1,8,,,,,,"",,,"",,
2019,133530899,121729900,1,8,,,,,,"",,,"",,
2019,133530902,121744970,2,4,,,,5,43,"M",1,1,"N",43,0
2019,133530904,121744970,4,4,,,,5,38,"M",1,1,"N",38,0
2019,133530900,121744970,1,4,,,,5,21,"M",1,1,"N",21,0
2019,133535999,121744970,3,4,,,,5,20,"M",1,1,"N",20,0
2019,133536006,121729904,1,4,,,,5,13,"M",2,2,"R",13,0
2019,133536016,121740646,1,4,,,,5,22,"F",1,2,"R",22,0
2019,133536018,121740646,2,4,,,,5,44,"M",2,2,"R",44,0
2019,133540986,121729919,2,4,,,,5,47,"M",1,2,"R",47,0
2019,133540989,121729925,1,4,,,,5,32,"F",2,2,"R",32,0
2019,133530935,121729925,2,4,,,,5,49,"M",2,2,"R",49,0
2019,133530944,121729932,1,4,,,,5,75,"M",1,2,"R",75,0
2019,133541002,121729933,1,8,,,,,,"",,,"",,
2019,133541003,121729935,1,8,,,,,,"",,,"",,
2019,133541006,121729938,2,4,,,,5,47,"F",1,2,"R",47,0
2019,133530949,121729938,1,4,,,,5,47,"M",1,2,"R",47,0
2019,133541011,121745015,1,8,,,,,,"",,,"",,
2019,133541017,121729942,4,4,,,,5,17,"F",2,2,"R",17,0
2019,133530954,121729942,5,8,,,,,,"",,,"",,
2019,133541014,121729942,2,4,,,,5,29,"F",2,2,"R",29,0
2019,133541013,121729942,1,4,,,,5,53,"F",2,2,"R",53,0
2019,133541016,121729942,3,4,,,,5,15,"F",2,2,"R",15,0
2019,133536074,121745042,1,4,,,,5,56,"F",1,2,"R",56,0
2019,133530974,121729957,1,4,,,,5,39,"M",1,2,"R",39,0
2019,133541050,121745050,1,4,,,,5,31,"M",1,2,"R",31,0
2019,133536079,121745051,1,8,,,,,,"",,,"",,
2019,133530988,121729967,1,4,,,,5,61,"M",2,2,"R",61,0
2019,133536086,121729969,1,4,,,,5,26,"F",1,2,"R",26,0
2019,133531001,121729979,1,4,,,,5,39,"F",2,2,"R",39,0
2019,133536109,121729984,1,8,,,,,,"",,,"",,
2019,133541078,121740748,1,1,,,,,,"",,,"",,
2019,133536114,121740744,1,4,,,,5,67,"M",2,2,"R",67,0
2019,133531022,121729994,1,4,,,,5,59,"F",1,2,"R",59,0
2019,133531023,121729994,2,8,,,,,,"",,,"",,
2019,133541088,121740759,1,4,,,,5,25,"F",2,2,"R",25,0
2019,133536128,121740764,1,8,,,,,,"",,,"",,
2019,133541105,121740772,1,4,,,,5,30,"M",2,2,"R",30,0
2019,133541108,121730008,1,4,,,,5,65,"M",1,2,"R",65,0
2019,133541115,121745112,1,4,,,,5,28,"M",1,2,"R",28,0
2019,133536163,121730014,1,4,,,,5,48,"M",1,1,"R",48,0
2019,133541132,121745120,1,4,,,,5,44,"M",2,2,"R",44,0
2019,133541140,121730031,1,4,,,,5,35,"F",1,2,"R",35,0
2019,133531050,121740803,1,4,,,,5,26,"M",2,3,"R",26,0
2019,133531051,121730033,1,4,,,,5,21,"M",2,2,"N",21,0
2019,133536185,121745135,1,4,,,,5,38,"F",1,2,"R",38,0
2019,133531055,121730035,1,1,,,,,,"",,,"",,
2019,133541161,121730044,1,4,,,,5,53,"M",2,2,"R",53,0
2019,133541163,121745144,2,1,,,,,,"",,,"",,
2019,133541162,121745144,1,4,,,,5,23,"F",2,2,"R",23,0
2019,133536204,121740825,1,8,,,,,,"",,,"",,
2019,133536208,121740829,1,4,,,,5,45,"F",2,2,"R",45,0
2019,133536211,121740833,1,4,,,,5,32,"F",1,1,"R",32,0
2019,133541175,121745155,1,4,,,,5,15,"F",1,3,"R",15,0
2019,133531075,121730056,1,4,,,,5,24,"F",2,2,"R",24,0
2019,133541179,121745160,1,4,,,,5,46,"M",1,2,"R",46,0
2019,133541185,121745167,2,4,,,,5,46,"F",2,2,"R",46,0
2019,133531078,121745167,1,4,,,,5,41,"M",2,2,"R",41,0
2019,133536243,121740852,1,4,,,,5,46,"F",1,2,"R",46,0
2019,133531084,121730066,1,4,,,,5,61,"M",1,2,"R",61,0
2019,133531089,121730071,1,4,,,,5,32,"M",1,2,"R",32,0
2019,133536263,121740868,1,4,,,,5,28,"M",2,2,"R",28,0
2019,133531104,121730087,1,4,,,,5,22,"F",1,2,"R",22,0
2019,133531111,121730096,1,1,,,,,,"",,,"",,
2019,133541220,121745209,1,4,,,,5,47,"M",1,2,"R",47,0
2019,133536283,121740879,1,4,,,,5,43,"F",2,2,"R",43,0
2019,133531115,121730103,1,4,,,,5,32,"F",1,2,"R",32,0
2019,133531118,121730106,1,4,,,,5,18,"F",1,2,"R",18,0
2019,133536294,121730112,1,8,,,,,,"",,,"",,
2019,133541235,121745219,1,1,,,,,,"",,,"",,
2019,133531127,121730117,2,8,,,,,,"",,,"",,
2019,133541234,121730117,1,4,,,,5,36,"F",2,2,"R",36,0
2019,133536309,121745230,1,4,,,,5,32,"F",1,2,"N",32,0
2019,133541245,121745229,1,1,,,,,,"",,,"",,
2019,133536317,121730129,1,4,,,,5,37,"F",1,2,"R",37,0
2019,133531149,121745246,1,4,,,,5,32,"M",1,1,"R",32,0
2019,133531157,121730138,1,4,,,,5,20,"M",1,2,"R",20,0
2019,133541268,121730138,2,4,,,,5,16,"M",1,2,"R",16,0
2019,133541270,121745259,1,1,,,,,,"",,,"",,
2019,133531159,121745262,1,1,,,,,,"",,,"",,
2019,133541288,121730144,1,8,,,,,,"",,,"",,
2019,133531172,121730150,1,8,,,,,,"",,,"",,
2019,133536360,121730156,1,4,,,,5,26,"M",1,1,"R",26,0
2019,133541296,121740945,1,4,,,,5,21,"F",1,2,"R",21,0
2019,133531178,121740949,1,4,,,,5,19,"F",1,2,"R",19,0
2019,133541298,121740949,2,4,,,,5,32,"F",1,2,"R",32,0
2019,133531182,121740955,1,4,,,,5,25,"M",2,2,"R",25,0
2019,133536375,121730162,1,4,,,,5,14,"F",2,2,"R",14,0
2019,133531183,121730162,2,8,,,,,,"",,,"",,
2019,133541310,121740959,1,8,,,,,,"",,,"",,
2019,133536393,121740973,1,4,,,,5,31,"F",1,2,"R",31,0
2019,133541327,121730176,1,4,,,,5,38,"M",1,2,"R",38,0
2019,133541328,121730177,1,8,,,,,,"",,,"",,
2019,133531202,121730182,1,8,,,,,,"",,,"",,
2019,133536406,121740987,1,4,,,,5,21,"M",1,2,"R",21,0
2019,133541345,121745332,1,4,,,,5,30,"F",1,2,"R",30,0
2019,133536426,121730199,1,8,,,,,,"",,,"",,
2019,133531223,121730201,1,4,,,,5,13,"F",1,2,"R",13,0
2019,133541351,121745341,1,4,,,,5,39,"F",1,2,"R",39,0
2019,133536439,121741016,1,8,,,,,,"",,,"",,
2019,133531238,121730215,1,4,,,,5,43,"F",1,2,"R",43,0
2019,133536443,121741022,1,1,,,,,,"",,,"",,
2019,133531249,121730221,1,4,,,,5,51,"M",1,2,"R",51,0
2019,133531250,121730222,1,4,,,,5,47,"F",2,2,"R",47,0
2019,133536453,121741031,1,4,,,,5,38,"F",2,2,"R",38,0
2019,133536454,121741031,2,4,,,,5,65,"F",2,2,"R",65,0
2019,133531270,121730236,1,1,,,,,,"",,,"",,
2019,133536469,121745371,2,4,,,,5,30,"F",1,2,"R",30,0
2019,133531268,121745371,1,4,,,,5,33,"M",1,2,"R",33,0
2019,133536471,121745375,1,8,,,,,,"",,,"",,
2019,133531277,121730241,1,4,,,,5,33,"F",2,2,"R",33,0
2019,133531295,121730256,2,4,,,,4,,"M",1,2,"R",,
2019,133531297,121741071,1,4,,,,5,26,"F",2,2,"R",26,0
2019,133541413,121745402,2,4,,,,5,61,"M",1,2,"R",61,0
2019,133541410,121745402,1,4,,,,5,56,"F",2,2,"R",56,0
2019,133536506,121741082,1,4,,,,5,71,"M",2,2,"R",71,0
2019,133536528,121741097,2,4,,,,5,25,"M",2,2,"R",25,0
2019,133541445,121745436,1,4,,,,5,53,"M",1,2,"R",53,0
2019,133531329,121730288,1,4,,,,5,32,"F",1,2,"R",32,0
2019,133531330,121730289,1,4,,,,5,27,"M",1,1,"R",27,0
2019,133541459,121745448,1,4,,,,5,40,"M",1,2,"R",40,0
2019,133541465,121730293,2,4,,,,5,6,"M",2,2,"R",6,0
2019,133541464,121730293,1,4,,,,5,7,"F",2,2,"R",7,0
2019,133541473,121745459,1,4,,,,5,39,"M",1,3,"N",39,0
2019,133531341,121730304,1,4,,,,5,81,"F",2,2,"R",81,0
2019,133541483,121745470,1,4,,,,5,54,"M",1,2,"R",54,0
2019,133536588,121730324,1,8,,,,,,"",,,"",,
2019,133541503,121730328,1,4,,,,5,68,"F",1,2,"R",68,0
2019,133536597,121730330,1,4,,,,5,57,"F",2,2,"R",57,0
2019,133536614,121746169,1,8,,,,,,"",,,"",,
2019,133536621,121745504,1,1,,,,,,"",,,"",,
2019,133541526,121745517,1,4,,,,5,45,"M",1,2,"R",45,0
2019,133541537,121746194,1,4,,,,5,70,"F",1,2,"R",70,0
2019,133531419,121730359,1,4,,,,5,59,"F",1,2,"R",59,0
2019,133531426,121730366,1,4,,,,5,24,"F",2,2,"R",24,0
2019,133541567,121730372,1,4,,,,5,26,"M",1,2,"R",26,0
2019,133536680,121745570,1,4,,,,5,55,"F",2,2,"R",55,0
2019,133541588,121730387,1,4,,,,5,29,"F",1,2,"R",29,0
2019,132997999,121266184,1,1,,,,,,"",,,"",,
2019,132998023,121266212,2,8,,,,,,"",,,"",,
2019,132998002,121266189,1,4,,,,5,28,"F",1,,"R",28,0
2019,132977371,121266371,2,4,,,,5,22,"M",1,2,"R",22,0
2019,132998189,121266389,1,4,,,,4,,"M",0,,"",,
2019,132998193,121266393,1,4,,,,5,54,"M",1,2,"R",54,0
2019,132998212,121266410,1,8,,,,,,"",,,"",,
2019,132998224,121266420,1,4,,,,5,49,"M",1,,"",49,0
2019,132998231,121266429,1,4,,,,5,51,"F",2,2,"U",51,0
2019,132998238,121266434,1,4,,,,5,49,"F",2,2,"R",49,0
2019,132998243,121266440,1,4,,,,4,,"F",2,2,"U",,
2019,132977462,121266448,1,4,,,,5,32,"M",2,2,"N",32,0
2019,132977466,121238604,2,4,,,,4,,"M",2,3,"U",,
2019,132977485,121238619,1,4,,,,5,59,"M",1,2,"R",59,0
2019,132998289,121238644,1,4,,,,5,55,"M",2,2,"N",55,0
2019,132998300,121266486,1,4,,,,5,64,"F",2,3,"R",64,0
2019,132998309,121266495,1,1,,,,,,"",,,"",,
2019,132998320,121266506,1,4,,,,5,89,"M",1,3,"N",89,0
2019,132998324,121266510,1,1,,,,,,"",,,"",,
2019,132998332,121266517,2,8,,,,,,"",,,"",,
2019,132998340,121266525,1,8,,,,,,"",,,"",,
2019,133541604,121730399,1,1,,,,,,"",,,"",,
2019,133531462,121746249,1,4,,,,5,35,"F",1,2,"R",35,0
2019,133531464,121730407,1,8,,,,,,"",,,"",,
2019,133531470,121730410,3,4,,,,5,35,"F",1,2,"R",35,0
2019,133531469,121730410,2,4,,,,5,29,"F",1,2,"N",29,0
2019,133531468,121730410,1,4,,,,5,25,"M",1,2,"N",25,0
2019,133531430,121730369,1,4,,,,5,57,"F",1,2,"R",57,0
2019,133531482,121730420,1,4,,,,5,26,"M",1,2,"R",26,0
2019,133531483,121730421,1,1,,,,,,"",,,"",,
2019,133536739,121745647,1,4,,,,5,58,"M",1,3,"R",58,0
2019,133531501,121730433,1,4,,,,5,13,"M",1,2,"R",13,0
2019,133531502,121730434,1,4,,,,5,34,"M",0,2,"R",34,0
2019,133531506,121730439,1,4,,,,5,32,"M",1,2,"R",32,0
2019,133531511,121730443,2,4,,,,5,51,"M",1,2,"R",51,0
2019,133531510,121730443,1,4,,,,5,34,"F",2,2,"R",34,0
2019,133531513,121730444,2,4,,,,5,26,"F",1,2,"R",26,0
