"DATA_YEAR","WEAPON_ID","OFFENSE_ID","NIBRS_WEAPON_ID"
2019,19,148069184,29419364
2019,12,148061057,29422675
2019,12,148061071,29422679
2019,18,148061093,29422684
2019,12,148061093,29419374
2019,12,148061101,29422686
2019,12,148061110,29419379
2019,12,148069290,29422698
2019,12,148069303,29422700
2019,2,148071210,29422714
2019,19,148071215,29422715
2019,10,148069367,29419404
2019,9,148071250,29414747
2019,6,148071268,29422726
2019,9,148069393,29419412
2019,12,148071313,29422736
2019,10,148071334,29422741
2019,19,148069454,29419428
2019,12,148071351,29422743
2019,2,148071357,29419432
2019,12,148071360,29422745
2019,3,148069475,29419434
2019,19,148071399,29419439
2019,12,148071403,29422750
2019,18,148071453,29422759
2019,12,148071458,29422760
2019,3,148071496,29422771
2019,12,148071512,29422773
2019,12,148069579,29419458
2019,12,148071526,29422776
2019,20,148065989,29414774
2019,12,148258116,29492234
2019,2,148258278,29492271
2019,3,148258285,29492274
2019,18,148258331,29492287
2019,12,148258331,29492286
2019,12,148258377,29492297
2019,12,148258454,29492312
2019,12,148258573,29487790
2019,12,148258589,29497272
2019,18,148253014,29492366
2019,9,148258667,29492368
2019,18,148258725,29492386
2019,12,148258727,29492387
2019,2,148258753,29492394
2019,12,148258798,29492404
2019,12,148258827,29492408
2019,12,148258852,29492414
2019,2,148258901,29492428
2019,12,148253203,29497334
2019,3,148258971,29492444
2019,3,148584578,29602739
2019,3,148584584,29602741
2019,12,148587107,29602746
2019,12,148584660,29602754
2019,12,148584805,29602766
2019,12,148584871,29602779
2019,12,148584873,29602780
2019,12,148587821,29580642
2019,2,148587837,29595095
2019,5,148051138,29414006
2019,3,148051138,29421981
2019,3,148058400,29418615
2019,12,148058409,29422012
2019,12,148063260,29414083
2019,12,148063282,29414087
2019,12,148058565,29422048
2019,4,148058594,29422054
2019,12,148063505,29414142
2019,20,148066674,29418699
2019,20,148066780,29418738
2019,12,148066811,29418744
2019,12,148058793,29422098
2019,12,148058851,29418766
2019,19,148058854,29414208
2019,12,148066927,29422115
2019,3,148058924,29422122
2019,4,148058924,29422123
2019,3,148063947,29422135
2019,18,148063962,29422140
2019,3,148063980,29414249
2019,12,148059018,29422154
2019,12,148067078,29418812
2019,12,148067105,29418821
2019,12,148059049,29422166
2019,10,148059060,29422168
2019,12,148059077,29418833
2019,12,148067201,29418850
2019,19,148067270,29418861
2019,18,148067377,29418896
2019,18,148059309,29422219
2019,12,148064462,29414386
2019,19,148059400,29414393
2019,18,148064512,29414399
2019,12,148059436,29418947
2019,20,148059453,29422258
2019,9,148067644,29418966
2019,12,148059615,29414451
2019,12,148067767,29422308
2019,3,148064781,29414470
2019,12,148059707,29422328
2019,12,148068006,29419052
2019,12,148059783,29422347
2019,18,148059804,29422350
2019,12,148068068,29422354
2019,12,148068108,29414517
2019,19,148059836,29422357
2019,19,148065010,29414524
2019,9,148059874,29422365
2019,18,148059928,29422373
2019,12,148068281,29419127
2019,12,148065198,29414569
2019,19,148060038,29419136
2019,18,148060110,29422421
2019,12,148060168,29422439
2019,12,148065396,29419184
2019,12,148068500,29419190
2019,12,148068508,29419196
2019,3,148065420,29414629
2019,3,148060312,29422477
2019,12,148060421,29422505
2019,3,148060432,29422506
2019,12,148060507,29422533
2019,12,148060513,29419255
2019,19,148060527,29422539
2019,12,148060658,29419283
2019,4,148060657,29422574
2019,12,148060698,29414705
2019,12,148068871,29419300
2019,18,148068915,29419309
2019,12,148060762,29422599
2019,17,148060773,29422603
2019,18,148069049,29419330
2019,18,148069293,29419390
2019,12,148071182,29422705
2019,11,148071216,29422716
2019,12,148071217,29422717
2019,9,148069476,29419435
2019,12,148071411,29422752
2019,3,148071416,29419442
2019,3,148071451,29422758
2019,20,148071489,29422768
2019,11,148071491,29422770
2019,12,148065996,29422778
2019,12,148071545,29422782
2019,12,148071577,29422787
2019,12,148071578,29422788
2019,12,148071576,29422786
2019,12,148071585,29422790
2019,10,148071588,29422792
2019,12,148071606,29422795
2019,10,148071609,29422797
2019,9,148071611,29422798
2019,12,148071612,29422799
2019,19,148069660,29419479
2019,12,148071631,29419481
2019,18,148071639,29422811
2019,12,148069702,29419487
2019,12,148071677,29422818
2019,12,148071678,29422819
2019,12,148066166,29414815
2019,12,148071686,29422823
2019,19,148071691,29422825
2019,13,148071708,29422828
2019,12,148071709,29422829
2019,12,148071726,29422832
2019,20,148069826,29419521
2019,12,148071750,29422835
2019,12,148071755,29422836
2019,3,148071757,29422837
2019,3,148071758,29422838
2019,20,148071770,29422844
2019,2,148258706,29492379
2019,12,148258724,29492385
2019,12,148259002,29492449
2019,12,147369391,29254413
2019,10,147379959,29262236
2019,12,147387047,29255555
2019,12,147385713,29262253
2019,12,147380105,29262268
2019,12,147387196,29255595
2019,12,147380196,29262284
2019,12,147386005,29255612
2019,12,147380212,29262290
2019,3,147387292,29255615
2019,12,147387331,29255626
2019,9,147387430,29255647
2019,12,147391240,29258096
2019,12,147387470,29255655
2019,9,147380402,29262329
2019,18,147387509,29255664
2019,12,147380426,29262334
2019,12,147380439,29262336
2019,12,147387602,29255683
2019,12,147391488,29255690
2019,12,147391499,29258147
2019,12,147391506,29262359
2019,12,147391625,29258171
2019,2,147391645,29262368
2019,19,147391675,29258182
2019,12,147387804,29255720
2019,12,147387803,29255719
2019,12,147380635,29262381
2019,12,147391835,29262384
2019,12,147387888,29255740
2019,12,147387934,29262398
2019,12,147387959,29255758
2019,12,147380753,29262403
2019,12,147387985,29255765
2019,18,147388021,29255770
2019,3,147380816,29262413
2019,12,147392117,29258262
2019,19,147388113,29258274
2019,12,147380860,29258275
2019,12,147388168,29255803
2019,12,147380897,29258287
2019,12,147380939,29262438
2019,9,147392334,29255828
2019,12,147392338,29258305
2019,12,147392343,29258308
2019,2,147388323,29255844
2019,18,147388336,29258331
2019,12,147396176,29262485
2019,12,147396178,29262486
2019,12,147396193,29262490
2019,18,147396193,29262489
2019,12,147396242,29258376
2019,12,147392662,29258383
2019,18,147392672,29255910
2019,9,147396293,29262517
2019,12,147388745,29262524
2019,12,147392748,29262530
2019,18,147388865,29255962
2019,12,147388895,29258420
2019,12,147396474,29255986
2019,12,147389049,29262558
2019,12,147396580,29262562
2019,9,147389067,29256005
2019,12,147396589,29262566
2019,18,147389084,29256010
2019,12,147393086,29262582
2019,12,147389150,29256020
2019,3,147396689,29262595
2019,12,147396697,29262598
2019,12,147396707,29262602
2019,12,147393163,29258489
2019,9,147393207,29258501
2019,12,147389271,29256042
2019,12,147396799,29262617
2019,3,147389395,29256068
2019,12,147396874,29262631
2019,12,147396884,29262633
2019,3,147396915,29262637
2019,12,147393604,29262641
2019,12,147396945,29262646
2019,22,147396950,29262647
2019,12,147396959,29262650
2019,12,147396969,29262652
2019,3,147393697,29258608
2019,4,147393697,29258609
2019,5,147393697,29258610
2019,12,147396982,29262655
2019,12,147396993,29262658
2019,12,147396998,29262659
2019,18,147397001,29262660
2019,3,147389700,29258629
2019,18,147397043,29262666
2019,12,147397052,29262669
2019,12,147397057,29262671
2019,22,147389779,29256139
2019,22,147394001,29262689
2019,22,147397130,29262688
2019,12,147397150,29262692
2019,12,147389894,29256158
2019,19,147394061,29258687
2019,12,147397158,29262694
2019,12,147397206,29262703
2019,12,147394185,29258714
2019,18,147397235,29262707
2019,18,147394226,29262714
2019,12,147394245,29258723
2019,18,147394270,29262720
2019,18,147397381,29262733
2019,12,147397427,29262736
2019,12,147397435,29262739
2019,12,147397451,29262742
2019,12,147390131,29256200
2019,12,147397494,29262747
2019,12,147397498,29262749
2019,2,148052290,29412843
2019,12,148052380,29412864
2019,12,148048171,29417925
2019,18,148044709,29411157
2019,3,148052530,29412890
2019,12,148048231,29417942
2019,18,148044804,29411175
2019,9,148052719,29417962
2019,12,148052798,29412947
2019,12,148052802,29411194
2019,3,148044881,29411195
2019,12,148044900,29411198
2019,20,148052904,29412962
2019,2,148053048,29412990
2019,12,148053060,29412993
2019,3,148053127,29413008
2019,12,148053152,29413015
2019,12,148053181,29413019
2019,3,148053220,29413029
2019,12,148053230,29418010
2019,12,148048547,29413035
2019,12,148053258,29413039
2019,12,148053334,29413048
2019,12,148053355,29418026
2019,12,148053404,29413062
2019,12,148045249,29411270
2019,12,148053441,29413066
2019,12,148048628,29418035
2019,12,148053472,29413074
2019,12,148048645,29413081
2019,18,148045327,29411291
2019,20,148048703,29418051
2019,3,148045400,29411303
2019,12,148053733,29413123
2019,12,148045449,29413135
2019,12,148045450,29411312
2019,12,148048788,29413141
2019,12,148053893,29413153
2019,12,148045506,29411318
2019,12,148045519,29411320
2019,12,148053980,29413177
2019,9,148048867,29418084
2019,12,148045558,29411324
2019,19,148054075,29413195
2019,12,148045651,29411346
2019,12,148061535,29413701
2019,18,148054267,29413239
2019,12,148054295,29411360
2019,3,148049094,29418134
2019,18,148049109,29418137
2019,9,148054428,29413272
2019,12,148054429,29413273
2019,18,148061809,29413754
2019,12,148045842,29411383
2019,10,148045871,29411390
2019,12,148045876,29411391
2019,12,148049343,29418188
2019,20,148045909,29411397
2019,12,148045926,29411401
2019,12,148045951,29411409
2019,12,148045957,29411410
2019,3,148061304,29411747
2019,12,148049902,29413675
2019,12,148057447,29421797
2019,12,148057550,29421815
2019,3,148061881,29413768
2019,12,148061882,29413769
2019,3,148061883,29413770
2019,12,148050402,29418418
2019,12,148062047,29413798
2019,12,148062059,29413800
2019,19,148062175,29413827
2019,4,148062307,29413858
2019,21,148062313,29413860
2019,12,148057916,29421897
2019,12,148058011,29421924
2019,12,148050827,29413915
2019,12,148062617,29413923
2019,18,148050879,29418513
2019,12,148058140,29418533
2019,12,148062730,29413957
2019,19,148058232,29418550
2019,11,148051168,29421987
2019,12,148063071,29414038
2019,12,148063130,29414051
2019,18,148063134,29414052
2019,12,148063138,29418607
2019,12,148066334,29422011
2019,3,148066351,29418620
2019,2,148058452,29414080
2019,12,148066489,29418656
2019,12,148063438,29414123
2019,16,148044051,29411012
2019,19,148044051,29412717
2019,9,148051594,29412720
2019,12,148044068,29417851
2019,12,148044073,29411020
2019,2,148044109,29412732
2019,12,148051637,29412731
2019,2,148051649,29412735
2019,12,148044149,29411039
2019,10,148044170,29411042
2019,3,148044176,29411044
2019,12,148044187,29411047
2019,12,148044204,29417874
2019,12,148051806,29412764
2019,12,148044326,29411073
2019,12,148044349,29411078
2019,3,148044374,29412793
2019,12,148052067,29412803
2019,12,148044439,29411090
2019,20,148052099,29411093
2019,20,148044499,29412814
2019,19,148044528,29411110
2019,3,148052226,29412827
2019,12,148044555,29412836
2019,19,148052284,29412842
2019,9,148044583,29411127
2019,12,148044594,29411129
2019,12,148048138,29412855
2019,12,148052350,29412858
2019,12,148044634,29411142
2019,20,148044652,29411150
2019,3,148052418,29412871
2019,12,148044672,29411154
2019,12,148044686,29417932
2019,12,148052491,29411156
2019,9,148044712,29412894
2019,12,148044717,29411159
2019,12,148044716,29411158
2019,12,148048248,29417948
2019,2,148044774,29411168
2019,12,148048282,29417956
2019,12,148044801,29411172
2019,12,148048313,29411185
2019,2,148052730,29412929
2019,2,148044833,29412930
2019,9,148048323,29412933
2019,12,148048328,29412934
2019,12,148044844,29411188
2019,12,148052781,29412943
2019,12,148052800,29412948
2019,12,148048361,29411193
2019,12,148048390,29412957
2019,9,148052926,29411209
2019,12,148052945,29412974
2019,12,148044993,29411220
2019,19,148053096,29413001
2019,20,148045068,29411235
2019,12,148053153,29413016
2019,12,148048526,29418006
2019,10,148053227,29413031
2019,12,148053257,29413038
2019,3,148048564,29418016
2019,3,148053289,29413044
2019,12,148045194,29411258
2019,18,148053408,29413064
2019,12,148053510,29413080
2019,3,148053523,29418039
2019,12,148045324,29411290
2019,12,148048667,29418041
2019,2,148249014,29492152
2019,12,148249220,29487667
2019,12,148249369,29487707
2019,12,148258142,29487708
2019,12,148252820,29497220
2019,12,148249437,29487723
2019,12,148249461,29497228
2019,12,148252866,29497236
2019,12,148258380,29492298
2019,12,148258425,29497247
2019,12,148258429,29497248
2019,12,148249552,29487754
2019,9,148249579,29487762
2019,12,148258478,29492316
2019,12,148258500,29492327
2019,12,148249606,29487771
2019,10,148258521,29487775
2019,18,148249646,29487786
2019,12,148249651,29497265
2019,18,148258566,29492343
2019,12,148249664,29497270
2019,3,148258582,29492345
2019,3,148258602,29492350
2019,18,148258615,29497274
2019,12,148258614,29492352
2019,12,148258622,29492353
2019,2,148258627,29492355
2019,9,148258624,29487799
2019,12,148258637,29492358
2019,12,148258645,29492362
2019,12,148258648,29492363
2019,18,148258656,29492365
2019,18,148258671,29492370
2019,12,148258672,29492371
2019,3,148258673,29492372
2019,18,148258676,29492375
2019,2,148253031,29497289
2019,18,148249742,29487811
2019,12,148249748,29487812
2019,12,148258729,29492388
2019,5,148258752,29492393
2019,9,148253103,29497308
2019,10,148249810,29487826
2019,3,148249829,29497311
2019,12,148258811,29492407
2019,12,148258857,29487837
2019,12,148258859,29492416
2019,4,148258861,29492418
2019,5,148258861,29492419
2019,12,148258873,29492422
2019,12,148258887,29492425
2019,18,148249895,29487848
2019,12,148249905,29487849
2019,12,148066664,29418695
2019,12,148058733,29414165
2019,2,148063634,29418732
2019,22,148058739,29414167
2019,12,148066880,29418761
2019,12,148066911,29422113
2019,3,148058880,29418775
2019,18,148058906,29418784
2019,12,148058906,29418783
2019,12,148063905,29414230
2019,3,148063912,29422128
2019,19,148064035,29422160
2019,2,148044066,29411017
2019,20,148051613,29412725
2019,19,148049673,29411702
2019,12,148057075,29411708
2019,12,148057096,29411711
2019,10,148057139,29411717
2019,18,148056157,29413646
2019,12,148057394,29418322
2019,18,148061576,29413708
2019,12,148050478,29418433
2019,12,148050492,29418437
2019,18,148050544,29413842
2019,19,148057823,29421874
2019,19,148057826,29421875
2019,2,148050619,29421887
2019,12,148062355,29413870
2019,22,148062580,29418501
2019,12,148050890,29418517
2019,12,148058132,29421949
2019,9,148058142,29421953
2019,18,148058142,29421952
2019,12,148045373,29411295
2019,12,148048746,29413124
2019,10,148048804,29418075
2019,19,148053908,29413159
2019,20,148053907,29413158
2019,12,148053937,29413168
2019,3,148053936,29413167
2019,2,148053936,29413166
2019,3,148048877,29413183
2019,18,148048890,29411323
2019,12,148054034,29413189
2019,12,148054200,29418112
2019,3,148049046,29411361
2019,10,148049046,29418122
2019,11,148045702,29411363
2019,12,148054382,29413262
2019,12,148045736,29411371
2019,12,148045735,29411370
2019,12,148045742,29411373
2019,9,148045757,29413282
2019,12,148045777,29418151
2019,18,148049207,29418161
2019,9,148045830,29413324
2019,12,148049263,29418171
2019,12,148054713,29413332
2019,12,148045867,29411388
2019,12,148054773,29413349
2019,12,148045880,29411392
2019,12,148045892,29411395
2019,11,148045894,29411396
2019,12,148045917,29411398
2019,12,148045959,29411411
2019,12,148054938,29413386
2019,19,148049458,29418212
2019,12,148049458,29418211
2019,12,148045998,29413409
2019,12,148049490,29411422
2019,12,148046041,29411437
2019,19,148046042,29411438
2019,12,148049570,29411439
2019,11,148046059,29418241
2019,12,148049605,29418245
2019,12,148046079,29411445
2019,12,148046087,29411446
2019,12,148055354,29413481
2019,12,148046137,29413493
2019,12,148046151,29411455
2019,18,148046152,29411456
2019,18,148046158,29411458
2019,12,148056196,29411461
2019,12,148055605,29413521
2019,12,148055634,29413527
2019,12,148055659,29413537
2019,10,148056230,29411467
2019,12,148055690,29413547
2019,12,148056249,29411473
2019,12,148056251,29411475
2019,18,148056255,29411477
2019,18,148055749,29413561
2019,12,148055762,29413564
2019,19,148056274,29411484
2019,12,148056282,29411487
2019,12,148056292,29411491
2019,20,148056322,29411496
2019,4,148056328,29411499
2019,12,148056347,29411503
2019,12,148056366,29413609
2019,12,148056371,29411506
2019,20,148056405,29411520
2019,3,148056411,29411522
2019,12,148056417,29411524
2019,3,148056430,29411527
2019,12,148056433,29411529
2019,19,148056444,29411532
2019,12,148056446,29411533
2019,9,148056466,29411539
2019,12,148056472,29411540
2019,12,148056478,29411542
2019,3,148056480,29411543
2019,9,148056486,29411544
2019,3,148056495,29411546
2019,3,148056511,29411552
2019,3,148056510,29411551
2019,12,148056513,29411553
2019,11,148056518,29411554
2019,12,148056520,29411555
2019,12,148056524,29411556
2019,12,148056529,29411557
2019,12,148056535,29411559
2019,20,148056544,29411561
2019,18,148056551,29411565
2019,19,148056553,29411566
2019,12,148056575,29411568
2019,2,148056587,29411572
2019,12,148056591,29411574
2019,12,148056596,29411576
2019,12,148056607,29411577
2019,12,148056612,29411579
2019,12,148056613,29411580
2019,10,148056615,29411581
2019,12,148056619,29411582
2019,12,148056621,29411583
2019,18,148056627,29411585
2019,12,148056647,29411590
2019,10,148056663,29411595
2019,12,148056666,29411596
2019,3,148056668,29411597
2019,9,148056682,29411600
2019,12,148056685,29411601
2019,12,148056697,29411602
2019,12,148056706,29411605
2019,12,148056719,29411607
2019,3,148056723,29411609
2019,12,148056741,29411614
2019,9,148056744,29411616
2019,19,148056745,29411617
2019,12,148056746,29411618
2019,11,148056756,29411623
2019,4,148056762,29411624
2019,12,148056788,29411630
2019,12,148056791,29411631
2019,12,148056794,29411632
2019,18,148056805,29411635
2019,12,148056807,29411636
2019,18,148056808,29411637
2019,12,148056809,29411638
2019,12,148056815,29411639
2019,12,148056817,29411640
2019,12,148056818,29411641
2019,10,148056824,29411642
2019,12,148056826,29411643
2019,12,148056848,29411644
2019,6,148056849,29411645
2019,12,148056852,29411646
2019,10,148056855,29411647
2019,12,148056861,29411648
2019,3,148056865,29411649
2019,12,148056870,29411650
2019,12,148056873,29411651
2019,12,148056875,29411652
2019,12,148056877,29411653
2019,18,148056887,29411654
2019,12,148056890,29411655
2019,12,148056896,29411656
2019,18,148056898,29411657
2019,12,148056900,29411658
2019,3,148056902,29411659
2019,22,148056904,29411660
2019,22,148056905,29411661
2019,3,148056912,29411662
2019,12,148056914,29411663
2019,12,148056921,29411664
2019,18,148056927,29411665
2019,12,148056928,29411666
2019,12,148056929,29411667
2019,18,148056931,29411668
2019,3,148056934,29411669
2019,12,148056937,29411671
2019,10,148056936,29411670
2019,12,148056938,29411672
2019,3,148056939,29411673
2019,3,148056943,29411674
2019,12,148056945,29411675
2019,9,148056951,29411676
2019,12,148056952,29411677
2019,6,148056954,29411678
2019,12,148056959,29411679
2019,12,148056962,29411680
2019,12,148056966,29411681
2019,12,148056975,29411682
2019,12,148056976,29411683
2019,12,148056984,29411684
2019,9,148056989,29411685
2019,12,148056991,29411686
2019,22,148056992,29411687
2019,10,148057017,29411691
2019,12,148587101,29580624
2019,12,148587137,29602748
2019,12,148584650,29602752
2019,12,148584864,29602777
2019,19,148057034,29411698
2019,12,148056112,29413634
2019,12,148057151,29411720
2019,12,148061230,29418272
2019,9,148061228,29413654
2019,12,148049859,29418293
2019,12,148049879,29418297
2019,12,148049938,29413689
2019,12,148050034,29418329
2019,12,148057485,29418358
2019,12,148050160,29418363
2019,12,148050371,29421840
2019,18,148050533,29418443
2019,12,148050564,29413849
2019,12,148062349,29421890
2019,12,148058009,29421923
2019,12,148058089,29418520
2019,18,148062764,29413965
2019,12,148062957,29414013
2019,12,148066241,29418589
2019,18,148063085,29414041
2019,12,148063105,29414046
2019,12,148066353,29414068
2019,12,148058571,29414115
2019,12,148063451,29414127
2019,12,148058646,29422066
2019,18,148063577,29418720
2019,3,148058778,29422094
2019,19,148058930,29414225
2019,12,148064026,29414262
2019,12,148064056,29418823
2019,18,148064132,29418844
2019,12,148064156,29414292
2019,20,148064223,29418863
2019,12,148064231,29414315
2019,12,148059220,29422203
2019,12,148064270,29414333
2019,3,148059265,29414341
2019,12,148064340,29418899
2019,12,148059363,29418919
2019,12,148067504,29418927
2019,2,148059425,29422249
2019,18,148059432,29418942
2019,12,148059474,29422265
2019,12,148067865,29419012
2019,18,148067883,29419018
2019,12,148067894,29419021
2019,12,148067996,29414493
2019,18,148064904,29414502
2019,12,148064934,29414511
2019,18,148068052,29414513
2019,12,148068150,29414531
2019,6,148065058,29419097
2019,9,148059961,29414555
2019,10,148065129,29414557
2019,12,148065159,29419123
2019,3,148059998,29422391
2019,12,148060008,29414570
2019,12,148068299,29419131
2019,12,148065230,29414579
2019,12,148065298,29414602
2019,2,148068505,29419193
2019,12,148060249,29422463
2019,12,148060306,29414645
2019,18,148068608,29419223
2019,12,148068633,29419225
2019,12,148060382,29419229
2019,12,148060394,29422500
2019,12,148060436,29422508
2019,19,148060472,29422519
2019,12,148068720,29419251
2019,12,148068784,29419268
2019,12,148060604,29422553
2019,19,148068926,29422596
2019,19,148060781,29422605
2019,12,148065759,29414717
2019,12,148068984,29419317
2019,12,148060856,29422624
2019,12,148060900,29422636
2019,9,148069053,29419331
2019,12,148069109,29419345
2019,12,148060985,29419352
2019,3,148061006,29422657
2019,10,148061022,29422661
2019,9,148069213,29419369
2019,2,148069233,29419375
2019,3,148071260,29422725
2019,12,148065885,29419416
2019,9,148071328,29422738
2019,19,148071336,29419426
2019,19,148071627,29422806
2019,18,148071626,29422805
2019,12,148071630,29422808
2019,12,148066095,29414795
2019,12,148071636,29422810
2019,12,148066102,29414799
2019,22,148066103,29414800
2019,22,148066104,29414801
2019,20,148071649,29422812
2019,19,148071654,29422814
2019,12,148071659,29422815
2019,3,148071670,29422816
2019,12,148071671,29422817
2019,12,148069753,29419503
2019,3,148071685,29422822
2019,19,148071687,29422824
2019,12,148071707,29422827
2019,18,148069793,29419513
2019,12,148071718,29422830
2019,12,148071724,29422831
2019,18,148071743,29422834
2019,12,148071765,29422842
2019,12,148071767,29414834
2019,12,148069859,29419531
2019,12,148071781,29422849
2019,12,148069872,29419532
2019,3,148069875,29414840
2019,3,148071782,29422850
2019,12,148076299,29414848
2019,12,148069918,29419547
2019,12,148257468,29492130
2019,12,148257502,29492131
2019,18,148252488,29497154
2019,10,148257722,29492172
2019,12,148252652,29492184
2019,12,148252732,29497204
2019,12,148258074,29492226
2019,12,148252762,29497209
2019,12,148249349,29487701
2019,12,148258159,29492241
2019,12,148258170,29492243
2019,12,148249400,29492245
2019,12,148252822,29497221
2019,12,148249474,29492279
2019,12,148258319,29492283
2019,12,148258363,29492295
2019,12,148249563,29487758
2019,12,148258483,29492317
2019,12,148249663,29497269
2019,12,148044582,29417917
2019,12,148044602,29411132
2019,3,148048134,29411135
2019,4,148052347,29412857
2019,3,148044637,29411143
2019,12,148044645,29411145
2019,3,148044649,29411148
2019,12,148048172,29417926
2019,12,148052577,29412900
2019,12,148052578,29417943
